Area affected by floods,Area affected by drought,Hailstorm-affected area,Flood damaged area,Drought damaged area,Hail damaged area,SPI3_1,SPI3_2,SPI3_3,SPI3_4,Maize sown area,Year-end mechanical power,Effective irrigated area,fertilizer application,Agricultural plastic film usage,NDVI_mean6,NDVI_mean7,NDVI_mean8,NDVI_mean9,玉米单位面积产量(公斤/公顷)
0.23579138,0.033384615,0.123175507,0.230020021,0.022342802,0.090174769,0.129107981,0.525573192,0.501057082,0.59375,0.035674084,0.133310508,0.267401855,0.161555563,0.067591413,0.86359706,0.770432178,0.78579164,0.858793022,0.276017989
0.185221526,0.129292308,0.085172659,0.160489151,0.171018193,0.040387722,0.363849765,0.708994709,0.549682875,0.1,0.03578978,0.155410919,0.268896693,0.172491581,0.069519697,0.864029399,0.7610184,0.766948235,0.848656294,0.332144203
0.352705865,0.050153846,0.212175151,0.334830366,0.062719438,0.079013071,0.441314554,0.634920635,0.513742072,0.514583333,0.024737334,0.17596146,0.270204937,0.180419786,0.083819769,0.870082144,0.783483098,0.79597141,0.852663838,0.393978243
0.188618009,0.193846154,0.060252759,0.18673232,0.302266199,0.065942135,0.450704225,0.566137566,0.21141649,0.633333333,0.028190543,0.19651117,0.270204937,0.188364338,0.098119842,0.894725465,0.777064613,0.777561187,0.908533711,0.432017783
0.249830176,0.074769231,0.112317551,0.150100103,0.051196936,0.077103833,0,0.552028219,0.21987315,0.547916667,0.031269439,0.224492781,0.272787882,0.194576127,0.102778496,0.864894077,0.785194694,0.79098982,0.899339934,0.438650902
0.208808212,0.115861538,0.11009256,0.089930199,0.097286945,0.04361874,0.654929577,0.395061728,0.389006342,0.279166667,0.037096473,0.252020649,0.275242937,0.208013208,0.10895948,0.897319498,0.795892169,0.787740957,0.846534653,0.518899371
0.858479885,0.054169231,0.064257743,0.585574374,0.069613789,0.063004847,0.35915493,0.398589065,0.854122622,0.60625,0.038853703,0.276880912,0.279083809,0.216137575,0.114917843,0.891915262,0.79546427,0.775395278,0.916784536,0.538965947
0.188127406,0.183184615,0.014061944,0.121367891,0.150079796,0.013364664,0.546948357,0.074074074,0.177589852,0,0.043865416,0.300486319,0.283991823,0.225814889,0.116738091,0.878945093,0.777064613,0.76586528,0.883781235,0.538979325
0.283795003,0,0.294232823,0.290785131,0,0.075488324,0.488262911,0.69664903,0.581395349,0.585416667,0.046228353,0.321565395,0.27421563,0.23663648,0.135749199,0.949848681,0.810012837,0.823045267,0.911362565,0.542321525
0.16714469,0.319369231,0.156194375,0.085601428,0.362144909,0.146570715,0.744131455,0.373897707,0.43551797,0.433333333,0.046821809,0.341904854,0.351477541,0.235132573,0.145147699,0.920233463,0.792468977,0.716482564,0.896039604,0.453009652
0.391312552,0.114605508,0.014328943,0.331962556,0.119535009,0.012777207,0.41314554,0.523809524,0.456659619,0.735416667,0.047306375,0.361692509,0.355125531,0.234495047,0.146912946,0.914396887,0.833761232,0.832358674,0.939886846,0.471410703
0.28243641,0.114733253,0.005784977,0.22141659,0.123356141,0.010427376,0.535211268,0.324514991,0.515856237,0.670833333,0.047978777,0.380138051,0.357561717,0.232435348,0.150327546,0.948335495,0.82605905,0.844271172,0.985384253,0.463415287
0.429579591,0.001784615,0.035599858,0.260267302,0.001532078,0.029813482,0.960093897,0.649029982,0.739957717,0.745833333,0.048471509,0.397047849,0.361555637,0.23227188,0.152586486,0.961521833,0.829696192,0.822178904,0.947901933,0.458514583
0.372028078,0.034153846,0.000177999,0.266111141,0.019310565,0.001762373,0.666666667,0.705467372,0.651162791,0.5875,0.047837219,0.41011912,0.364385974,0.230342956,0.154320697,0.963899697,0.832691485,0.833441629,0.959453088,0.468679419
0.02403955,0.052753846,0.028479886,0.018451383,0.055186722,0.025701278,0.338028169,0.366843034,0.038054968,0.627083333,0.046937506,0.417078165,0.368187012,0.22601105,0.15493801,0.947254648,0.826273,0.821529131,0.954502593,0.513664224
0.185558746,0.054923077,0.00507298,0.134325174,0.045323971,0.003524747,0.800469484,0.746031746,0.640591966,0.377083333,0.050667026,0.42815164,0.370725929,0.203779383,0.149682603,0.932338954,0.843816859,0.816547542,0.892975012,0.525249327
0.114838856,0.072784615,0.106977572,0.072019912,0.105330354,0.094580702,0.143192488,0.382716049,0.304439746,0.46875,0,0.0120865,0.09093768,0.031353189,0.015573591,0.810851708,0.697475396,0.724929608,0.891796322,0
0.207977961,0.008753846,0.057671769,0.081759645,0.009000958,0.035834924,0.241784038,0.641975309,0.482029598,0.39375,0.000292645,0.038352034,0.088805493,0.040932422,0.022717079,0.827064419,0.698331194,0.752220056,0.897454031,0.09876323
0.170314741,0.035169231,0.213599146,0.151290515,0.01324609,0.0991335,0.514084507,0.486772487,0.621564482,0.429166667,5.31E-05,0.067922575,0.089853766,0.046147056,0.009111058,0.85538262,0.744972187,0.758934373,0.879537954,0.175290464
0.045814778,0.156769231,0.067194731,0.042097289,0.150015959,0.030694669,0.420187793,0.476190476,0.175475687,0.414583333,3.40E-05,0.098606695,0.090589654,0.046261484,0,0.869433636,0.728712024,0.770630279,0.946958982,0.071307694
0.304853196,0.019692308,0.059540762,0.137167902,0.014586658,0.016448818,0.093896714,0.432098765,0.365750529,0.39375,0.000216421,0.135181156,0.090849625,0.046784582,0.011700654,0.834414181,0.720581943,0.739441196,0.921970769,0.078143708
0.176466148,0.095584615,0.103951584,0.159298739,0.083306735,0.067998238,0.497652582,0.439153439,0.154334038,0.360416667,0.000909241,0.169461144,0.090694481,0.051345343,0.01849057,0.8512754,0.739409499,0.794455274,0.916077322,0.136771555
0.682579817,0,0.101815593,0.496131162,0,0.021735938,0.436619718,0.716049383,0.862579281,0.675,0.001325749,0.206530899,0.09320195,0.05438585,0.02429179,0.878728923,0.741762944,0.738791423,0.954738331,0.074984337
0.167257906,0.079753846,0.003470986,0.1259131,0.044653687,0,0.511737089,0.054673721,0.22832981,0.170833333,0.001354333,0.239359076,0.096405472,0.059535097,0.03155641,0.865326416,0.740479247,0.748971193,0.938472419,0.160202628
0.12774549,0,0.070131719,0.147881608,0,0.05419298,0.453051643,0.749559083,0.619450317,0.6875,0.001495891,0.27257119,0.104663766,0.06033609,0.039953774,0.898184176,0.753316217,0.793588911,0.955209807,0.161939502
0.108536493,0.088630769,0.017087932,0.086629511,0.106670922,0.027169922,0.84741784,0.382716049,0.45243129,0.047916667,0.001587088,0.05770423,0.123226584,0.060859189,0.043640102,0.917639429,0.7610184,0.766515053,0.918906176,0.162463462
0.14223715,0.127036668,0.033018868,0.141496672,0.149993603,0.040093993,0.476525822,0.57319224,0.545454545,0.708333333,0.001883816,0.066368549,0.124478222,0.062967928,0.049274356,0.868568958,0.762729996,0.789040502,0.955209807,0.135085963
0.149067854,0.126208476,0.009522962,0.157837779,0.148699084,0.015714496,0.338028169,0.479717813,0.640591966,0.83125,0.00237927,0.078204909,0.129950207,0.064128551,0.052073478,0.916342412,0.804878049,0.829542993,1,0.12578399
0.155634388,0.005430769,0.026610894,0.14176722,0.009639323,0.012336613,1,0.64021164,0.805496829,0.810416667,0.002893781,0.073285211,0.131870643,0.061496714,0.04807941,0.9051016,0.78712024,0.803985272,0.960160302,0.211325576
0.144501472,0.006338462,0,0.1461501,0.00858602,0.004405933,0.678403756,0.580246914,0.530655391,0.566666667,0.002897864,0.082258673,0.132413649,0.050053944,0.050541327,0.918936446,0.793324775,0.816980723,0.971004243,0.217731273
0.047475281,0.047646154,0.01254895,0.056977436,0.061410788,0.020267293,0.44600939,0.396825397,0.183932347,0.583333333,0.00280939,0.088272837,0.130862205,0.030813744,0.046314818,0.929312581,0.767864784,0.792289365,0.961103253,0.251681691
0.190714976,0.075846154,0.028212887,0.128743299,0.105330354,0.018211191,0.781690141,0.80952381,0.501057082,0.489583333,0.0043747,0.095643242,0.131725981,0.018341125,0.0456666,0.894293126,0.787762088,0.780593459,0.900518623,0.204117216
0.070873273,0.332461538,0.185742257,0.086358963,0.409830833,0.169481569,0.654929577,0.389770723,0.279069767,0.510416667,0.226117801,0.0376066,0.257476807,0,0.006721165,0.01664505,0.033804022,0.062378168,0.065770863,0.516168087
0.104385237,0.212615385,0.083748665,0.103944592,0.234727099,0.112498164,0.316901408,0.375661376,0.524312896,0.36875,0.243839827,0.05004795,0.271366424,0.020221009,0.007317001,0.07025508,0.061189559,0.072124756,0.025223951,0.571159424
0.072080912,0.289030769,0.206212175,0.079865808,0.44104692,0.202379204,0.072769953,0.42680776,0.399577167,0.289583333,0.25892941,0.061984865,0.28336286,0.039493903,0.008867158,0.012970169,0.046213094,0.079488846,0.057755776,0.569233033
0.020718545,0.489784615,0.120861517,0.020020562,0.736354931,0.105889264,0.234741784,0.908289242,0.169133192,0.25625,0.280363261,0.073920949,0.295357199,0.05875045,0.010417315,0,0,0.008447044,0.031588873,0.518011982
0.162200921,0.255076923,0.283730865,0.084898003,0.299393553,0.296813042,0.450704225,0.55026455,0.585623679,0.508333333,0.32497322,0.121303786,0.306812726,0.0813254,0.035969527,0.121703415,0.089216945,0.09573316,0.103253182,0.593542576
0.167974942,0.598476923,0.123353507,0.085980196,0.613661028,0.192392422,0.417840376,0.48324515,0.342494715,0.2125,0.346533656,0.130627943,0.323268515,0.109638082,0.042772538,0.039991353,0.005776637,0,0.036067893,0.550796309
0.079779606,0.220630769,0.233624066,0.045993182,0.338014682,0.127625202,0.300469484,0.731922399,0.509513742,0.58125,0.366869068,0.142423583,0.33956916,0.119151927,0.073618527,0.118460873,0.035515618,0.020359541,0,0.607185618
0.145558155,0.174030769,0.303577786,0.118013095,0.154356846,0.267293288,0.647887324,0.091710758,0.093023256,0.339583333,0.400493277,0.153984872,0.348980555,0.118661523,0.073951672,0.039991353,0.076379974,0.097032705,0.052098067,0.656168131
0.362782097,0.069784615,0.211997152,0.414804394,0.060229812,0.279776766,0.617370892,0.564373898,0.742071882,0.75625,0.430182433,0.162948361,0.3600608,0.138441168,0.102022242,0.141807177,0.15661104,0.162009963,0.098538425,0.670506815
0.205638161,0.089630769,0.413225347,0.158054218,0.055059049,0.470700543,0.840375587,0.407407407,0.602536998,0.764583333,0.479079979,0.175414642,0.324947848,0.160313205,0.139959339,0.149373109,0.141206675,0.131687243,0.109382367,0.767372639
0.027775681,0.202092308,0.386347455,0.031491802,0.23619534,0.492877074,0.335680751,0.435626102,0.678646934,0.458333333,0.519162791,0.192199786,0.336294355,0.193415503,0.168072895,0.167963684,0.110183997,0.063677713,0.0330033,0.712535144
0.068307042,0.334107692,0.263616946,0.070829501,0.4298436,0.322661184,0.394366197,0.447971781,0.731501057,0.283333333,0.534105371,0.20654004,0.352022643,0.204335175,0.186444068,0.113705145,0.092426187,0.085120208,0.082743989,0.756240148
0.095101517,0.426230769,0.367924528,0.032141118,0.624928184,0.138933764,0.85915493,0.566137566,0.739957717,0.639583333,0.521207221,0.167147556,0.361379527,0.21298264,0.188442248,0.091439689,0.070175439,0.063677713,0.109146629,0.741553644
0.078421013,0.498276923,0.221876112,0.08111033,0.626811363,0.200469966,0.894366197,0.705467372,0.188160677,0.491666667,0.503890815,0.179817439,0.370457571,0.213636512,0.184104723,0.059230437,0.042148053,0.101797704,0.127534182,0.75306071
0.248962186,0.219538462,0.17746529,0.249553596,0.301372486,0.204288442,0.563380282,0.582010582,0.287526427,1,0.507402553,0.194785121,0.375004979,0.193415503,0.183000985,0.072200605,0.155969191,0.199696773,0.187411598,0.863393436
0.168667169,0.058461538,0.438501246,0.165196584,0.048834982,0.358936701,0.286384977,0.569664903,0.600422833,0.575,0.512052202,0.211635085,0.375564757,0.186500801,0.183736942,0.110030264,0.11724433,0.149014512,0.134606318,0.862055665
